veh_value,exposure,clm,numclaims,claimcst0,veh_body,veh_age,gender,area,agecat,_OBSTAT_
0.77,0.818617385,0,0,0,HBACK,3,M,A,4,01101    0    0    0
0.44,0.377823409,0,0,0,SEDAN,4,F,F,2,01101    0    0    0
1.6,0.396988364,0,0,0,HBACK,2,F,C,5,01101    0    0    0
2.06,0.021902806,0,0,0,STNWG,3,F,C,4,01101    0    0    0
3.57,0.818617385,0,0,0,HBACK,2,F,A,5,01101    0    0    0
1.35,0.396988364,0,0,0,SEDAN,3,F,C,6,01101    0    0    0
0.76,0.558521561,0,0,0,HBACK,3,M,C,4,01101    0    0    0
1.25,0.134154689,0,0,0,UTE,4,M,F,3,01101    0    0    0
2.2,0.427104723,0,0,0,SEDAN,2,M,C,4,01101    0    0    0
1.7,0.427104723,0,0,0,SEDAN,1,M,C,4,01101    0    0    0
1.14,0.484599589,0,0,0,SEDAN,3,M,A,6,01101    0    0    0
0.54,0.714579055,0,0,0,HBACK,4,M,C,6,01101    0    0    0
1.399,0.396988364,0,0,0,HBACK,1,M,A,1,01101    0    0    0
0.42,0.336755647,0,0,0,HBACK,4,F,A,2,01101    0    0    0
2.76,0.484599589,0,0,0,TRUCK,3,M,C,5,01101    0    0    0
3.85,0.388774812,0,0,0,UTE,1,M,A,2,01101    0    0    0
1.549,0.572210815,0,0,0,HBACK,1,F,C,6,01101    0    0    0
1.06,0.251882272,0,0,0,SEDAN,4,M,B,2,01101    0    0    0
1.28,0.429842574,0,0,0,HBACK,2,M,C,6,01101    0    0    0
1.28,0.396988364,0,0,0,HBACK,1,F,C,1,01101    0    0    0
2.35,0.514715948,0,0,0,HDTOP,3,M,E,6,01101    0    0    0
1.44,0.396988364,0,0,0,STNWG,3,M,B,4,01101    0    0    0
1.25,0.802190281,0,0,0,STNWG,3,M,F,3,01101    0    0    0
0.76,0.424366872,0,0,0,HBACK,3,F,C,3,01101    0    0    0
1.42,0.180698152,0,0,0,HBACK,2,F,C,2,01101    0    0    0
0.6,0.818617385,0,0,0,SEDAN,4,F,C,3,01101    0    0    0
2.77,0.153319644,0,0,0,HBACK,1,F,A,3,01101    0    0    0
1.99,0.572210815,0,0,0,HBACK,2,F,C,1,01101    0    0    0
1.47,0.802190281,0,0,0,SEDAN,3,F,E,4,01101    0    0    0
0.75,0.5229295,0,0,0,SEDAN,4,F,D,5,01101    0    0    0
0.91,0.325804244,0,0,0,SEDAN,3,F,C,3,01101    0    0    0
4.33,0.216290212,0,0,0,STNWG,1,M,D,3,01101    0    0    0
1.81,0.180698152,0,0,0,STNWG,3,M,A,1,01101    0    0    0
1.19,0.818617385,0,0,0,HDTOP,4,F,D,1,01101    0    0    0
0.88,0.153319644,0,0,0,SEDAN,3,F,D,5,01101    0    0    0
1.9,0.574948665,0,0,0,UTE,1,M,C,1,01101    0    0    0
1.54,0.45174538,0,0,0,SEDAN,3,F,C,3,01101    0    0    0
1.54,0.344969199,0,0,0,SEDAN,4,M,C,2,01101    0    0    0
1.66,0.396988364,0,0,0,SEDAN,2,F,D,3,01101    0    0    0
1.25,0.484599589,0,0,0,SEDAN,3,M,A,5,01101    0    0    0
2.45,0.396988364,1,1,389.9499998,SEDAN,1,M,F,3,01101    0    0    0
1.89,0.180698152,0,0,0,SEDAN,2,F,A,3,01101    0    0    0
0.97,0.514715948,0,0,0,MIBUS,4,M,C,5,01101    0    0    0
0.68,0.396988364,0,0,0,HBACK,3,F,C,4,01101    0    0    0
0.55,0.396988364,0,0,0,COUPE,4,M,F,5,01101    0    0    0
3.26,0.45174538,0,0,0,STNWG,1,F,C,1,01101    0    0    0
1.12,0.845995893,0,0,0,SEDAN,3,F,B,2,01101    0    0    0
3.03,0.79945243,0,0,0,HDTOP,3,F,D,2,01101    0    0    0
1.15,0.583162218,0,0,0,SEDAN,3,F,C,3,01101    0    0    0
0.72,0.481861739,0,0,0,HBACK,3,M,E,3,01101    0    0    0
1.44,0.396988364,0,0,0,HBACK,1,F,A,3,01101    0    0    0
4.31,0.657084189,0,0,0,STNWG,2,M,C,3,01101    0    0    0
3.23,0.947296372,0,0,0,STNWG,3,M,C,2,01101    0    0    0
1.49,0.484599589,0,0,0,SEDAN,2,F,A,5,01101    0    0    0
1.549,0.396988364,0,0,0,HBACK,1,F,A,1,01101    0    0    0
1.18,0.153319644,0,0,0,SEDAN,3,F,C,2,01101    0    0    0
1.39,0.484599589,0,0,0,SEDAN,3,M,B,6,01101    0    0    0
0.53,0.396988364,0,0,0,SEDAN,4,F,B,3,01101    0    0    0
2.05,0.569472964,0,0,0,UTE,3,M,D,2,01101    0    0    0
1.66,0.186173854,0,0,0,UTE,4,M,F,2,01101    0    0    0
0.85,0.396988364,1,1,566.1799994,SEDAN,3,F,C,4,01101    0    0    0
0,0.396988364,0,0,0,TRUCK,3,M,B,1,01101    0    0    0
0.29,0.084873374,0,0,0,SEDAN,4,F,D,3,01101    0    0    0
2.28,0.572210815,0,0,0,HBACK,2,M,A,2,01101    0    0    0
2.73,0.13963039,0,0,0,STNWG,1,M,C,4,01101    0    0    0
2.105,0.396988364,1,1,1493.949997,UTE,1,M,C,5,01101    0    0    0
1.4,0.413415469,0,0,0,UTE,4,F,D,2,01101    0    0    0
1.06,0.569472964,0,0,0,UTE,3,F,D,4,01101    0    0    0
2.39,0.142368241,0,0,0,STNWG,3,M,D,3,01101    0    0    0
1.68,0.27926078,1,1,200,HBACK,2,F,A,3,01101    0    0    0
0.62,0.427104723,0,0,0,STNWG,4,F,E,2,01101    0    0    0
1.31,0.186173854,0,0,0,SEDAN,3,M,A,4,01101    0    0    0
1.5,0.90349076,0,0,0,HBACK,4,F,A,2,01101    0    0    0
0.91,0.128678987,0,0,0,SEDAN,4,M,C,3,01101    0    0    0
2.14,0.484599589,0,0,0,SEDAN,2,F,F,4,01101    0    0    0
4.33,0.391512663,0,0,0,STNWG,1,F,F,4,01101    0    0    0
0.76,0.232717317,0,0,0,SEDAN,4,F,C,2,01101    0    0    0
1.32,0.292950034,0,0,0,HBACK,3,F,A,2,01101    0    0    0
3.06,0.514715948,0,0,0,STNWG,3,F,F,4,01101    0    0    0
0.54,0.186173854,0,0,0,SEDAN,4,M,A,6,01101    0    0    0
2.6,0.032854209,0,0,0,STNWG,2,F,C,3,01101    0    0    0
1.18,0.427104723,0,0,0,STNWG,4,F,E,6,01101    0    0    0
2.03,0.427104723,0,0,0,UTE,3,F,D,3,01101    0    0    0
1.399,0.999315537,0,0,0,HBACK,1,M,C,6,01101    0    0    0
1.47,0.186173854,0,0,0,SEDAN,2,F,C,3,01101    0    0    0
1.11,0.314852841,0,0,0,SEDAN,4,F,B,3,01101    0    0    0
2.25,0.813141684,1,1,1528.039997,SEDAN,4,M,A,6,01101    0    0    0
1.48,0.391512663,0,0,0,HBACK,1,F,B,5,01101    0    0    0
1.76,0.161533196,0,0,0,SEDAN,2,M,A,4,01101    0    0    0
2.64,0.616016427,0,0,0,STNWG,3,M,C,2,01101    0    0    0
1.12,0.325804244,0,0,0,HBACK,2,F,E,1,01101    0    0    0
0.54,0.484599589,0,0,0,SEDAN,4,F,B,4,01101    0    0    0
1.18,0.427104723,0,0,0,STNWG,4,M,C,4,01101    0    0    0
3.4,0.427104723,0,0,0,STNWG,3,M,B,4,01101    0    0    0
3.04,0.547570157,0,0,0,STNWG,3,M,D,6,01101    0    0    0
0.88,0.818617385,0,0,0,SEDAN,3,F,D,1,01101    0    0    0
1.41,0.999315537,0,0,0,SEDAN,2,F,C,5,01101    0    0    0
0.84,0.396988364,0,0,0,UTE,3,M,C,3,01101    0    0    0
1.63,0.396988364,0,0,0,STNWG,4,F,E,4,01101    0    0    0
0.31,0.221765914,0,0,0,SEDAN,4,F,D,3,01101    0    0    0
1.69,0.585900068,0,0,0,STNWG,4,F,A,3,01101    0    0    0
0.66,0.583162218,0,0,0,HBACK,4,F,B,6,01101    0    0    0
2.66,0.427104723,0,0,0,SEDAN,1,M,F,3,01101    0    0    0
0.78,0.884325804,0,0,0,UTE,4,M,C,2,01101    0    0    0
2.63,0.391512663,0,0,0,SEDAN,1,F,C,2,01101    0    0    0
1.45,0.810403833,0,0,0,TRUCK,4,M,C,2,01101    0    0    0
2.499,0.394250513,0,0,0,TRUCK,1,M,A,1,01101    0    0    0
0.5,0.188911704,0,0,0,SEDAN,4,F,C,4,01101    0    0    0
0.8,0.117727584,0,0,0,COUPE,4,F,C,4,01101    0    0    0
2.29,0.396988364,0,0,0,SEDAN,1,M,A,2,01101    0    0    0
1.47,0.484599589,0,0,0,SEDAN,2,F,C,3,01101    0    0    0
0.41,0.484599589,0,0,0,HBACK,4,F,B,2,01101    0    0    0
0.62,0.093086927,0,0,0,SEDAN,4,M,C,2,01101    0    0    0
1.22,0.424366872,0,0,0,STNWG,4,M,B,2,01101    0    0    0
0.7,0.802190281,0,0,0,STNWG,4,F,A,2,01101    0    0    0
4.78,0.818617385,0,0,0,STNWG,2,M,C,1,01101    0    0    0
2.13,0.142368241,0,0,0,HBACK,4,F,C,3,01101    0    0    0
3.997,0.396988364,0,0,0,UTE,1,M,D,3,01101    0    0    0
5.51,0.421629021,0,0,0,STNWG,1,M,C,3,01101    0    0    0
1.11,0.186173854,0,0,0,HBACK,2,F,D,3,01101    0    0    0
1.89,0.396988364,0,0,0,SEDAN,1,F,D,4,01101    0    0    0
0.34,0.427104723,0,0,0,HBACK,4,M,C,2,01101    0    0    0
1.6,0.391512663,0,0,0,SEDAN,2,M,A,4,01101    0    0    0
1.91,0.355920602,0,0,0,HDTOP,4,M,A,2,01101    0    0    0
5.236,0.353182752,0,0,0,STNWG,1,F,C,3,01101    0    0    0
1.67,0.553045859,0,0,0,UTE,4,M,A,2,01101    0    0    0
1.57,0.427104723,0,0,0,HBACK,2,M,D,4,01101    0    0    0
1.23,0.257357974,0,0,0,HBACK,1,M,C,6,01101    0    0    0
3.1,0.802190281,0,0,0,STNWG,3,F,E,3,01101    0    0    0
1.44,0.180698152,0,0,0,UTE,4,M,D,4,01101    0    0    0
1.74,0.353182752,0,0,0,HBACK,2,F,B,5,01101    0    0    0
0.62,0.818617385,0,0,0,MIBUS,4,M,C,6,01101    0    0    0
1.74,0.818617385,0,0,0,HBACK,2,M,B,5,01101    0    0    0
1.45,0.553045859,0,0,0,SEDAN,2,F,E,6,01101    0    0    0
1.08,0.818617385,0,0,0,SEDAN,3,F,C,3,01101    0    0    0
1.79,0.553045859,0,0,0,STNWG,4,M,D,5,01101    0    0    0
2.41,0.572210815,0,0,0,STNWG,4,F,E,2,01101    0    0    0
2.01,0.082135524,0,0,0,HBACK,1,F,A,2,01101    0    0    0
1.85,0.818617385,0,0,0,SEDAN,2,F,C,5,01101    0    0    0
0.44,0.810403833,0,0,0,HBACK,4,M,C,4,01101    0    0    0
0.97,0.186173854,0,0,0,SEDAN,3,M,A,3,01101    0    0    0
1.25,0.818617385,0,0,0,UTE,3,M,D,2,01101    0    0    0
3.17,0.199863108,0,0,0,STNWG,3,M,E,1,01101    0    0    0
1.24,0.818617385,0,0,0,HBACK,2,F,C,1,01101    0    0    0
1.399,0.572210815,0,0,0,HBACK,1,F,C,1,01101    0    0    0
1.83,0.514715948,0,0,0,TRUCK,3,M,B,3,01101    0    0    0
2.95,0.427104723,0,0,0,STNWG,3,M,C,4,01101    0    0    0
1.85,0.396988364,0,0,0,SEDAN,1,F,C,5,01101    0    0    0
3.43,0.180698152,1,1,345,STNWG,2,F,B,3,01101    0    0    0
1.46,0.802190281,0,0,0,HBACK,1,F,A,4,01101    0    0    0
2.65,0.156057495,0,0,0,HDTOP,3,F,F,2,01101    0    0    0
1.74,0.90349076,0,0,0,HBACK,2,M,A,3,01101    0    0    0
1.93,0.739219713,0,0,0,STNWG,4,F,F,2,01101    0    0    0
1.97,0.553045859,1,1,3286.119995,SEDAN,2,F,A,5,01101    0    0    0
1.27,0.427104723,0,0,0,STNWG,4,M,D,1,01101    0    0    0
0.88,0.802190281,0,0,0,UTE,4,F,A,2,01101    0    0    0
1.48,0.183436003,0,0,0,HBACK,1,F,B,3,01101    0    0    0
2.37,0.553045859,0,0,0,STNWG,4,F,C,5,01101    0    0    0
2.13,0.802190281,0,0,0,HDTOP,2,M,A,2,01101    0    0    0
2.05,0.793976728,0,0,0,MCARA,4,M,C,5,01101    0    0    0
1.97,0.550308008,0,0,0,SEDAN,2,F,B,6,01101    0    0    0
0.46,0.087611225,0,0,0,SEDAN,4,M,C,4,01101    0    0    0
1.52,0.197125257,0,0,0,SEDAN,2,M,C,6,01101    0    0    0
2.65,0.183436003,0,0,0,STNWG,4,M,C,5,01101    0    0    0
1.53,0.514715948,0,0,0,UTE,3,M,C,4,01101    0    0    0
1.76,0.802190281,0,0,0,SEDAN,2,F,C,4,01101    0    0    0
0.6,0.802190281,0,0,0,SEDAN,4,F,C,3,01101    0    0    0
1.71,0.514715948,0,0,0,HBACK,2,F,C,1,01101    0    0    0
1.85,0.818617385,1,2,1724.699999,HBACK,2,F,C,5,01101    0    0    0
0.44,0.197125257,0,0,0,SEDAN,4,F,A,3,01101    0    0    0
1.26,0.999315537,1,1,341.1299996,HBACK,2,F,D,2,01101    0    0    0
4.47,0.396988364,1,1,2110.469997,STNWG,2,M,D,5,01101    0    0    0
2.105,0.396988364,0,0,0,UTE,1,M,C,5,01101    0    0    0
1.58,0.394250513,0,0,0,HBACK,1,F,D,6,01101    0    0    0
1.47,0.59137577,0,0,0,STNWG,4,M,B,6,01101    0    0    0
1.15,0.186173854,0,0,0,UTE,4,M,A,5,01101    0    0    0
0.89,0.583162218,0,0,0,SEDAN,3,M,C,3,01101    0    0    0
4.32,0.396988364,0,0,0,STNWG,1,F,D,3,01101    0    0    0
1.26,0.112251882,0,0,0,UTE,4,M,A,5,01101    0    0    0
1.51,0.818617385,0,0,0,HBACK,3,F,E,4,01101    0    0    0
1.14,0.424366872,0,0,0,HBACK,2,M,B,3,01101    0    0    0
1.46,0.197125257,0,0,0,UTE,4,M,F,1,01101    0    0    0
4.11,0.41889117,0,0,0,TRUCK,1,F,D,4,01101    0    0    0
1.32,0.131416838,0,0,0,SEDAN,4,F,B,1,01101    0    0    0
0.93,0.90349076,0,0,0,HBACK,3,F,B,4,01101    0    0    0
1.88,0.186173854,0,0,0,SEDAN,2,F,F,1,01101    0    0    0
1.6,0.394250513,0,0,0,SEDAN,2,F,A,1,01101    0    0    0
1.28,0.481861739,0,0,0,HBACK,2,F,C,4,01101    0    0    0
3.56,0.109514032,0,0,0,STNWG,1,M,D,4,01101    0    0    0
1.87,0.427104723,0,0,0,SEDAN,1,F,C,5,01101    0    0    0
1.84,0.145106092,0,0,0,UTE,3,F,C,3,01101    0    0    0
2.54,0.396988364,0,0,0,SEDAN,2,M,B,3,01101    0    0    0
0.75,0.583162218,0,0,0,HBACK,3,F,D,5,01101    0    0    0
2.05,0.572210815,1,2,10675.08998,STNWG,4,M,A,1,01101    0    0    0
0.95,0.802190281,1,1,4437.319992,SEDAN,4,F,A,3,01101    0    0    0
2.06,0.17522245,0,0,0,SEDAN,3,M,C,2,01101    0    0    0
1.29,0.481861739,0,0,0,HBACK,1,F,E,3,01101    0    0    0
1.48,0.153319644,0,0,0,HBACK,1,F,C,4,01101    0    0    0
1.44,0.17522245,0,0,0,SEDAN,2,F,D,4,01101    0    0    0
0.66,0.449007529,0,0,0,SEDAN,4,M,C,6,01101    0    0    0
1.61,0.131416838,0,0,0,SEDAN,2,M,B,6,01101    0    0    0
1.67,0.845995893,1,1,451,HDTOP,4,F,E,3,01101    0    0    0
2.38,0.27926078,0,0,0,HDTOP,1,F,D,1,01101    0    0    0
7.351,0.542094456,0,0,0,STNWG,1,M,C,3,01101    0    0    0
2.23,0.186173854,0,0,0,STNWG,2,F,C,3,01101    0    0    0
3.14,0.186173854,0,0,0,STNWG,2,F,B,4,01101    0    0    0
5.51,0.427104723,0,0,0,STNWG,1,M,A,4,01101    0    0    0
2.02,0.802190281,1,2,5997.139992,SEDAN,2,F,A,5,01101    0    0    0
0.9,0.481861739,0,0,0,HBACK,3,F,A,5,01101    0    0    0
0.55,0.813141684,0,0,0,HBACK,4,M,B,3,01101    0    0    0
1.74,0.90349076,0,0,0,SEDAN,2,F,C,2,01101    0    0    0
1.58,0.186173854,0,0,0,SEDAN,2,M,C,3,01101    0    0    0
4.349,0.396988364,0,0,0,UTE,1,M,C,2,01101    0    0    0
1.86,0.396988364,0,0,0,HBACK,2,F,E,3,01101    0    0    0
3.87,0.396988364,0,0,0,STNWG,2,M,C,1,01101    0    0    0
3.11,0.17522245,0,0,0,STNWG,1,F,A,3,01101    0    0    0
1.64,0.197125257,0,0,0,COUPE,4,M,C,3,01101    0    0    0
0.7,0.394250513,0,0,0,SEDAN,4,F,A,5,01101    0    0    0
0.74,0.186173854,0,0,0,SEDAN,4,M,C,6,01101    0    0    0
0.54,0.164271047,0,0,0,HBACK,4,F,B,3,01101    0    0    0
0.43,0.153319644,0,0,0,MIBUS,4,M,C,2,01101    0    0    0
1.06,0.177960301,0,0,0,HBACK,3,F,C,2,01101    0    0    0
2.2,0.821355236,0,0,0,STNWG,3,F,A,4,01101    0    0    0
1.97,0.821355236,0,0,0,STNWG,2,F,F,4,01101    0    0    0
0.41,0.821355236,0,0,0,SEDAN,4,M,B,5,01101    0    0    0
1.56,0.517453799,0,0,0,STNWG,4,F,D,2,01101    0    0    0
0.96,0.821355236,0,0,0,SEDAN,4,F,A,6,01101    0    0    0
1.09,0.821355236,1,2,567.7299995,SEDAN,3,F,C,4,01101    0    0    0
0.68,0.177960301,0,0,0,STNWG,4,F,A,6,01101    0    0    0
2.22,0.17522245,0,0,0,STNWG,3,M,F,2,01101    0    0    0
1.28,0.821355236,0,0,0,SEDAN,3,F,A,6,01101    0    0    0
1.99,0.17522245,0,0,0,HBACK,1,M,A,2,01101    0    0    0
0.93,0.895277207,1,1,705.9099999,HBACK,3,F,D,4,01101    0    0    0
0.82,0.17522245,0,0,0,PANVN,3,M,C,2,01101    0    0    0
1.48,0.010951403,0,0,0,HBACK,1,F,A,1,01101    0    0    0
0.22,0.654346338,0,0,0,HBACK,4,F,B,4,01101    0    0    0
0.47,0.821355236,0,0,0,HBACK,4,F,D,6,01101    0    0    0
0.98,0.821355236,0,0,0,SEDAN,3,F,C,5,01101    0    0    0
1.26,0.010951403,0,0,0,HBACK,2,F,A,1,01101    0    0    0
2.39,0.821355236,0,0,0,STNWG,3,F,A,5,01101    0    0    0
1.69,0.821355236,0,0,0,HBACK,3,M,C,4,01101    0    0    0
0.44,0.821355236,0,0,0,UTE,4,F,B,4,01101    0    0    0
1.17,0.821355236,0,0,0,STNWG,4,M,C,6,01101    0    0    0
2.81,0.446269678,0,0,0,STNWG,1,F,A,3,01101    0    0    0
0.94,0.177960301,0,0,0,SEDAN,4,F,B,3,01101    0    0    0
0.95,0.821355236,1,1,1044.959999,SEDAN,4,F,B,4,01101    0    0    0
0.81,0.802190281,0,0,0,HBACK,3,M,A,3,01101    0    0    0
0.39,0.821355236,0,0,0,SEDAN,4,M,B,3,01101    0    0    0
2.01,0.120465435,0,0,0,HDTOP,3,F,D,1,01101    0    0    0
0.87,0.845995893,0,0,0,HBACK,3,M,A,2,01101    0    0    0
3.47,0.106776181,0,0,0,STNWG,2,M,B,3,01101    0    0    0
1.36,0.815879535,0,0,0,HBACK,2,F,A,4,01101    0    0    0
0.38,0.821355236,0,0,0,SEDAN,4,M,A,4,01101    0    0    0
0.99,0.821355236,1,1,655.1199999,SEDAN,3,F,A,4,01101    0    0    0
1.71,0.008213552,0,0,0,HBACK,1,F,C,5,01101    0    0    0
2.97,0.815879535,0,0,0,SEDAN,2,M,A,1,01101    0    0    0
2.39,0.821355236,0,0,0,STNWG,3,F,C,4,01101    0    0    0
0.89,0.553045859,0,0,0,SEDAN,3,F,B,4,01101    0    0    0
0.82,0.177960301,0,0,0,SEDAN,4,F,A,3,01101    0    0    0
1.05,0.177960301,0,0,0,STNWG,4,F,B,5,01101    0    0    0
0.88,0.325804244,0,0,0,SEDAN,3,F,B,6,01101    0    0    0
1.19,0.821355236,0,0,0,SEDAN,3,F,B,4,01101    0    0    0
0.84,0.821355236,0,0,0,HBACK,4,F,A,3,01101    0    0    0
2.64,0.17522245,0,0,0,SEDAN,1,M,E,3,01101    0    0    0
0.8,0.821355236,0,0,0,HBACK,3,F,B,3,01101    0    0    0
0.94,0.17522245,0,0,0,SEDAN,4,F,A,3,01101    0    0    0
1.23,0.821355236,0,0,0,HBACK,3,F,B,5,01101    0    0    0
2.07,0.153319644,0,0,0,UTE,3,M,D,5,01101    0    0    0
2.64,0.002737851,0,0,0,STNWG,2,F,C,3,01101    0    0    0
2,0.449007529,0,0,0,HBACK,2,M,B,1,01101    0    0    0
3.61,0.177960301,0,0,0,STNWG,2,F,A,5,01101    0    0    0
1.5,0.177960301,0,0,0,PANVN,3,M,C,3,01101    0    0    0
1.07,0.106776181,0,0,0,SEDAN,3,F,C,2,01101    0    0    0
2.02,0.177960301,0,0,0,SEDAN,1,F,E,3,01101    0    0    0
0.9,0.394250513,0,0,0,UTE,4,M,C,1,01101    0    0    0
3.03,0.821355236,0,0,0,HDTOP,3,M,A,4,01101    0    0    0
1.26,0.446269678,0,0,0,HBACK,2,M,C,1,01101    0    0    0
0.93,0.41889117,0,0,0,UTE,4,M,E,5,01101    0    0    0
3.65,0.177960301,0,0,0,STNWG,3,F,A,4,01101    0    0    0
1.68,0.481861739,0,0,0,HBACK,2,M,B,2,01101    0    0    0
4.46,0.821355236,0,0,0,STNWG,2,M,F,3,01101    0    0    0
1.19,0.999315537,0,0,0,STNWG,4,M,C,2,01101    0    0    0
1.77,0.369609856,0,0,0,SEDAN,1,M,D,3,01101    0    0    0
0.46,0.821355236,0,0,0,HBACK,4,F,A,1,01101    0    0    0
1.53,0.396988364,1,2,965.9499993,STNWG,4,M,C,1,01101    0    0    0
12.89,0.339493498,0,0,0,SEDAN,2,M,C,5,01101    0    0    0
1.5,0.396988364,0,0,0,PANVN,2,M,A,2,01101    0    0    0
1.13,0.446269678,0,0,0,TRUCK,3,M,B,2,01101    0    0    0
1.9,0.802190281,0,0,0,STNWG,4,M,F,2,01101    0    0    0
3.04,0.802190281,0,0,0,UTE,2,M,D,5,01101    0    0    0
1.92,0.424366872,0,0,0,HBACK,1,F,A,4,01101    0    0    0
1.17,0.153319644,0,0,0,HBACK,2,F,C,4,01101    0    0    0
0.39,0.999315537,0,0,0,SEDAN,4,F,F,2,01101    0    0    0
1.4,0.147843943,0,0,0,SEDAN,3,F,D,1,01101    0    0    0
2.08,0.424366872,0,0,0,STNWG,3,M,B,2,01101    0    0    0
3.72,0.481861739,0,0,0,STNWG,2,F,D,4,01101    0    0    0
1.57,0.153319644,0,0,0,SEDAN,2,F,A,1,01101    0    0    0
2.59,0.1724846,0,0,0,UTE,2,M,A,2,01101    0    0    0
0.78,0.536618754,0,0,0,STNWG,4,F,A,4,01101    0    0    0
2.31,0.071184121,0,0,0,HBACK,1,F,A,6,01101    0    0    0
1.24,0.815879535,0,0,0,HBACK,2,F,A,4,01101    0    0    0
0.69,0.071184121,0,0,0,SEDAN,4,M,A,6,01101    0    0    0
1.74,0.167008898,0,0,0,HBACK,2,M,B,3,01101    0    0    0
1.44,0.071184121,0,0,0,SEDAN,2,F,C,6,01101    0    0    0
0.4,0.071184121,0,0,0,HBACK,4,M,A,6,01101    0    0    0
1.59,0.071184121,0,0,0,STNWG,4,M,E,5,01101    0    0    0
0.96,0.071184121,0,0,0,SEDAN,3,F,B,4,01101    0    0    0
0.48,0.071184121,0,0,0,HBACK,4,M,D,6,01101    0    0    0
1.85,0.071184121,0,0,0,STNWG,2,F,B,6,01101    0    0    0
1.32,0.071184121,0,0,0,SEDAN,3,F,E,4,01101    0    0    0
1.14,0.071184121,0,0,0,HBACK,2,M,B,4,01101    0    0    0
0.77,0.071184121,0,0,0,SEDAN,4,M,A,6,01101    0    0    0
0.32,0.183436003,0,0,0,SEDAN,4,F,A,1,01101    0    0    0
2.53,0.837782341,0,0,0,SEDAN,2,M,C,6,01101    0    0    0
1.35,0.153319644,0,0,0,SEDAN,3,F,A,6,01101    0    0    0
2.25,0.071184121,0,0,0,HBACK,3,F,A,4,01101    0    0    0
1.52,0.928131417,0,0,0,STNWG,4,M,E,6,01101    0    0    0
2.71,0.210814511,0,0,0,SEDAN,1,M,C,4,01101    0    0    0
0.39,0.76386037,0,0,0,HBACK,4,M,A,3,01101    0    0    0
0.4,0.071184121,0,0,0,HBACK,4,F,D,6,01101    0    0    0
1.57,0.071184121,0,0,0,HBACK,2,M,C,6,01101    0    0    0
0.98,0.071184121,0,0,0,STNWG,3,F,B,3,01101    0    0    0
0.65,0.27652293,0,0,0,SEDAN,4,F,B,2,01101    0    0    0
3.65,0.073921971,0,0,0,STNWG,3,M,B,3,01101    0    0    0
4.47,0.446269678,0,0,0,STNWG,2,M,D,2,01101    0    0    0
0.64,0.071184121,0,0,0,HBACK,4,F,C,4,01101    0    0    0
1.5,0.071184121,0,0,0,UTE,4,M,C,2,01101    0    0    0
2.81,0.191649555,0,0,0,STNWG,3,M,A,3,01101    0    0    0
1.31,0.815879535,0,0,0,HBACK,2,M,F,6,01101    0    0    0
1.37,0.186173854,0,0,0,SEDAN,2,F,B,3,01101    0    0    0
3.52,0.928131417,0,0,0,STNWG,3,F,C,3,01101    0    0    0
1.81,0.342231348,0,0,0,PANVN,2,F,C,2,01101    0    0    0
0.43,0.928131417,0,0,0,SEDAN,4,F,D,5,01101    0    0    0
0.55,0.818617385,0,0,0,SEDAN,4,M,B,5,01101    0    0    0
0.72,0.342231348,1,1,1700.299999,SEDAN,4,F,B,3,01101    0    0    0
1.08,0.071184121,0,0,0,HBACK,3,M,C,5,01101    0    0    0
2.71,0.071184121,0,0,0,SEDAN,2,F,A,4,01101    0    0    0
1.56,0.071184121,0,0,0,SEDAN,2,F,C,5,01101    0    0    0
0.71,0.153319644,0,0,0,HBACK,3,F,C,1,01101    0    0    0
1.37,0.772073922,0,0,0,HBACK,1,F,C,2,01101    0    0    0
1.66,0.928131417,0,0,0,HDTOP,3,F,B,4,01101    0    0    0
1.08,0.071184121,0,0,0,HBACK,3,F,C,6,01101    0    0    0
0.73,0.55578371,0,0,0,SEDAN,4,F,C,1,01101    0    0    0
1,0.071184121,0,0,0,SEDAN,3,F,B,4,01101    0    0    0
0.3,0.071184121,0,0,0,HBACK,4,F,A,6,01101    0    0    0
1.33,0.106776181,0,0,0,HDTOP,4,F,A,4,01101    0    0    0
0.9,0.815879535,0,0,0,SEDAN,3,F,D,2,01101    0    0    0
1.67,0.071184121,0,0,0,HBACK,1,F,A,3,01101    0    0    0
0.97,0.079397673,0,0,0,TRUCK,4,F,B,3,01101    0    0    0
1.16,0.071184121,0,0,0,STNWG,4,M,B,4,01101    0    0    0
2.78,0.071184121,0,0,0,STNWG,2,F,C,4,01101    0    0    0
1.85,0.648870637,0,0,0,STNWG,4,F,D,3,01101    0    0    0
0.37,0.394250513,0,0,0,HBACK,4,M,A,4,01101    0    0    0
0.77,0.071184121,0,0,0,SEDAN,4,F,B,6,01101    0    0    0
2.66,0.109514032,0,0,0,STNWG,2,F,A,2,01101    0    0    0
1.14,0.073921971,0,0,0,HBACK,2,F,A,2,01101    0    0    0
1.24,0.071184121,0,0,0,STNWG,3,F,D,4,01101    0    0    0
0.85,0.071184121,0,0,0,HBACK,3,F,C,3,01101    0    0    0
0.29,0.681724846,0,0,0,HBACK,4,M,B,3,01101    0    0    0
1.12,0.071184121,0,0,0,HDTOP,4,F,D,4,01101    0    0    0
1.46,0.845995893,0,0,0,UTE,4,F,D,2,01101    0    0    0
0.93,0.071184121,0,0,0,SEDAN,3,M,B,2,01101    0    0    0
